date,symbol,twitterPosts,twitterComments,twitterLikes,twitterImpressions,twitterSentiment
2022-03-20,META,640.0,11664.0,140482.0,3654690.0,0.5777666666666667
2022-03-20,MNST,84.0,109.0,718.0,349401.0,0.5886904761904762
2022-03-20,MO,40.0,346.0,1749.0,208160.0,0.3971095238095238
2022-03-20,MRNA,166.0,598.0,4382.0,968480.0,0.5241875
2022-03-20,MRO,32.0,22.0,60.0,40022.0,0.3083705882352941
2022-03-20,MSFT,609.0,64694.0,296023.0,2661928.0,0.5605708333333334
2022-03-20,MU,254.0,397417.0,320880.0,364509.0,0.49409166666666665
2022-03-20,NFLX,568.0,106019.0,488805.0,3283002.0,0.5360416666666666
2022-03-20,NKE,267.0,5515.0,14396.0,2464455.0,0.4953695652173913
2022-03-20,NUE,33.0,122.0,662.0,324906.0,0.29012
2022-03-20,NVDA,658.0,27744.0,133879.0,3489819.0,0.5964416666666666
2022-03-20,OXY,320.0,60007.0,62203.0,548777.0,0.6067
2022-03-20,PEP,52.0,399.0,2589.0,107612.0,0.39427894736842106
2022-03-20,PFE,188.0,641.0,2359.0,3380955.0,0.5514458333333333
2022-03-20,PG,102.0,1811.0,12517.0,606614.0,0.38346956521739134
2022-03-20,PM,55.0,1038.0,3849.0,24198.0,0.5269666666666667
2022-03-20,REGN,43.0,510.0,3028.0,241995.0,0.46994615384615385
2022-03-20,SLB,42.0,100.0,1003.0,48555.0,0.32474
2022-03-20,T,166.0,1631.0,8836.0,651646.0,0.5454833333333333
2022-03-20,TSLA,3736.0,617388.0,3785502.0,13645523.0,0.5385125000000001
2022-03-20,V,298.0,13071.0,58815.0,1538923.0,0.5279791666666667
2022-03-21,A,82.0,78.0,187.0,512227.0,0.5330869565217391
2022-03-21,AAL,203.0,181.0,1458.0,1395305.0,0.5242583333333334
2022-03-21,AAPL,1354.0,5232.0,44964.0,10770042.0,0.5286624999999999
2022-03-21,ABBV,143.0,891.0,4497.0,1209477.0,0.5274619047619048
2022-03-21,ABT,48.0,27.0,203.0,299367.0,0.5017111111111111
2022-03-21,AEP,27.0,2.0,2.0,117471.0,0.2466125
2022-03-21,AMD,1072.0,11278.0,39812.0,8339352.0,0.55835
2022-03-21,AMZN,881.0,6312.0,32505.0,4247333.0,0.5642916666666666
2022-03-21,ATVI,103.0,365.0,2280.0,1564953.0,0.5513428571428571
2022-03-21,BA,2163.0,9763.0,29895.0,24541074.0,0.5033333333333333
2022-03-21,BIIB,46.0,45.0,255.0,234385.0,0.36347857142857143
2022-03-21,BKR,71.0,55.0,133.0,615406.0,0.48656
2022-03-21,C,168.0,819.0,1198.0,633909.0,0.5518739130434782
2022-03-21,CB,31.0,26.0,169.0,391383.0,0.27494375
2022-03-21,CMG,54.0,466.0,2845.0,112138.0,0.42338421052631575
2022-03-21,CRM,169.0,192.0,1207.0,854187.0,0.5582478260869566
2022-03-21,D,53.0,28.0,81.0,98852.0,0.5390900000000001
2022-03-21,DAL,168.0,2061.0,3140.0,504262.0,0.5196208333333333
2022-03-21,DD,34.0,35.0,46.0,81129.0,0.54908
2022-03-21,DIS,511.0,3162.0,19832.0,17421890.0,0.5310374999999999
2022-03-21,EBAY,68.0,70.0,250.0,411618.0,0.4950263157894737
2022-03-21,ENPH,95.0,735.0,4814.0,757989.0,0.4721666666666666
2022-03-21,ES,707.0,1751.0,12935.0,3452274.0,0.5235
2022-03-21,F,514.0,1196.0,7397.0,4069190.0,0.5653083333333333
2022-03-21,FCX,89.0,1918.0,2302.0,1004918.0,0.5509333333333334
2022-03-21,GILD,75.0,45.0,162.0,249811.0,0.5167952380952381
2022-03-21,GOOG,415.0,2102.0,16253.0,2210952.0,0.5788416666666667
2022-03-21,GOOGL,567.0,15338.0,74934.0,3175750.0,0.5605291666666666
2022-03-21,GS,231.0,371.0,3571.0,1724747.0,0.5709304347826086
2022-03-21,INTC,224.0,184.0,987.0,2920695.0,0.5286666666666667
2022-03-21,JPM,318.0,850.0,1412.0,806628.0,0.5278782608695652
2022-03-21,K,37.0,4.0,14.0,252148.0,0.42164666666666667
2022-03-21,KEY,75.0,519.0,2188.0,604797.0,0.6591954545454546
2022-03-21,KO,148.0,896.0,4496.0,2469626.0,0.5229499999999999
2022-03-21,L,32.0,6.0,69.0,511300.0,0.4432230769230769
2022-03-21,LMT,201.0,537.0,1589.0,2456612.0,0.5883521739130435
2022-03-21,MA,248.0,8395.0,66984.0,213661.0,0.4999318181818182
2022-03-21,META,931.0,5556.0,54701.0,5641016.0,0.5446541666666667
2022-03-21,MNST,75.0,259.0,2136.0,147722.0,0.4899238095238095
2022-03-21,MO,125.0,1518.0,4362.0,726275.0,0.5004818181818181
2022-03-21,MRNA,497.0,5991.0,24125.0,4261840.0,0.5761791666666667
2022-03-21,MRO,157.0,118.0,608.0,1512947.0,0.44955
2022-03-21,MSFT,603.0,10051.0,48903.0,4037114.0,0.5516833333333333
2022-03-21,MU,282.0,14773.0,13740.0,1923360.0,0.5103041666666667
2022-03-21,NFLX,539.0,12820.0,58656.0,3679052.0,0.5439083333333333
2022-03-21,NKE,1415.0,3957.0,15244.0,34175567.0,0.5456958333333334
2022-03-21,NUE,167.0,616.0,4412.0,1691066.0,0.49613500000000005
2022-03-21,NVDA,1060.0,3939.0,23220.0,7605380.0,0.5719541666666667
2022-03-21,OXY,645.0,1134.0,6788.0,7138892.0,0.5879166666666666
2022-03-21,PEP,80.0,139.0,1746.0,1776309.0,0.550495
2022-03-21,PFE,308.0,894.0,3390.0,2376503.0,0.5641791666666667
2022-03-21,PG,240.0,1996.0,12972.0,887424.0,0.47337083333333335
2022-03-21,PM,112.0,1940.0,2589.0,441189.0,0.5722166666666667
2022-03-21,REGN,96.0,759.0,5272.0,447350.0,0.48193181818181813
2022-03-21,SLB,96.0,48.0,246.0,630544.0,0.44583157894736847
2022-03-21,T,219.0,1312.0,6093.0,2380641.0,0.5499125
2022-03-21,TMO,37.0,25.0,77.0,174321.0,0.4364176470588235
2022-03-21,TSLA,5610.0,474533.0,3068436.0,27135520.0,0.5470916666666666
2022-03-21,TSN,23.0,2.0,1.0,69753.0,0.21263
2022-03-21,V,313.0,5508.0,27780.0,876494.0,0.5459375000000001
2022-03-22,A,95.0,108.0,329.0,1148405.0,0.5372782608695652
2022-03-22,AAL,191.0,106.0,650.0,1804085.0,0.5363458333333333
2022-03-22,AAPL,1391.0,3409.0,22150.0,9704202.0,0.55215
2022-03-22,ABBV,216.0,6082.0,32427.0,1583675.0,0.47117499999999995
2022-03-22,ABT,53.0,7.0,43.0,247113.0,0.4723238095238095
2022-03-22,AEP,31.0,21.0,253.0,771992.0,0.3693888888888889
2022-03-22,AES,30.0,3.0,3.0,358813.0,0.3358470588235294
2022-03-22,AMD,1161.0,4387.0,30624.0,10274249.0,0.566125
2022-03-22,AMZN,924.0,4086.0,24519.0,7870366.0,0.5627125000000001
2022-03-22,ATVI,70.0,142.0,848.0,373324.0,0.5205238095238095
2022-03-22,BA,629.0,766.0,5981.0,4465801.0,0.5203291666666666
2022-03-22,BIIB,49.0,18.0,92.0,558946.0,0.5022375
2022-03-22,BKR,60.0,44.0,365.0,513603.0,0.4811363636363636
2022-03-22,C,165.0,55.0,552.0,837659.0,0.5020869565217392
2022-03-22,CB,27.0,152.0,403.0,285289.0,0.34174615384615387
2022-03-22,CMG,67.0,114.0,419.0,554186.0,0.37582380952380956
2022-03-22,CRM,234.0,470.0,2200.0,1888739.0,0.5142291666666666
2022-03-22,D,53.0,35.0,310.0,110518.0,0.5565611111111112
2022-03-22,DAL,161.0,161.0,942.0,1493805.0,0.4906333333333333
2022-03-22,DD,33.0,31.0,34.0,251176.0,0.42128823529411763
2022-03-22,DIS,481.0,5347.0,20092.0,4467098.0,0.5242333333333333
2022-03-22,EA,39.0,66.0,375.0,340308.0,0.21058823529411766
2022-03-22,EBAY,79.0,61.0,235.0,245800.0,0.42486363636363633
2022-03-22,EL,29.0,4.0,11.0,83336.0,0.2743055555555556
2022-03-22,ENPH,100.0,137.0,2561.0,794503.0,0.45478695652173917
2022-03-22,ES,644.0,1101.0,14672.0,3642564.0,0.5285083333333334
2022-03-22,F,578.0,2445.0,21086.0,4490861.0,0.5518916666666667
2022-03-22,FCX,114.0,187.0,538.0,1079233.0,0.530652380952381
2022-03-22,GILD,71.0,95.0,378.0,196821.0,0.4479208333333333
2022-03-22,GOOG,466.0,2970.0,22834.0,2216081.0,0.56485
2022-03-22,GOOGL,626.0,20592.0,96507.0,4247933.0,0.5611875000000001
2022-03-22,GS,222.0,12123.0,20876.0,1419233.0,0.5707083333333333
2022-03-22,ILMN,21.0,54.0,220.0,74753.0,0.3002625
2022-03-22,INTC,347.0,977.0,5925.0,3622953.0,0.5689541666666666
2022-03-22,J,24.0,19.0,75.0,90301.0,0.35342500000000004
2022-03-22,JPM,407.0,3165.0,19260.0,1935753.0,0.5238434782608696
2022-03-22,K,65.0,0.0,10.0,115263.0,0.49487894736842103
2022-03-22,KEY,40.0,38.0,170.0,132978.0,0.6353181818181818
2022-03-22,KO,172.0,2415.0,10504.0,896856.0,0.5203625
2022-03-22,L,33.0,7.0,19.0,89009.0,0.43976
2022-03-22,LMT,114.0,3338.0,9087.0,486240.0,0.5565
2022-03-22,MA,265.0,3088.0,18864.0,284357.0,0.5518318181818181
2022-03-22,META,1038.0,7453.0,41056.0,8289237.0,0.5342458333333333
2022-03-22,MNST,30.0,56.0,361.0,83969.0,0.5886117647058823
2022-03-22,MO,296.0,5599.0,28979.0,3917289.0,0.5663
2022-03-22,MRNA,478.0,1049.0,10590.0,3802175.0,0.5347458333333334
2022-03-22,MRO,118.0,61.0,334.0,680105.0,0.4733125
2022-03-22,MSFT,718.0,9540.0,44921.0,6562272.0,0.5365125000000001
2022-03-22,MU,206.0,11821.0,11069.0,1623293.0,0.5429652173913043
2022-03-22,NFLX,473.0,11031.0,90313.0,3204682.0,0.5272791666666666
2022-03-22,NKE,948.0,2026.0,9785.0,21970275.0,0.5514458333333333
2022-03-22,NUE,78.0,200.0,1425.0,643531.0,0.5770952380952381
2022-03-22,NVDA,1757.0,11984.0,63033.0,21557477.0,0.5793375
2022-03-22,OXY,491.0,1639.0,8378.0,2883639.0,0.5541541666666666
2022-03-22,PEP,65.0,122.0,1506.0,472068.0,0.59165
2022-03-22,PFE,340.0,291.0,1342.0,3326667.0,0.5217583333333333
2022-03-22,PG,294.0,2642.0,13699.0,1561865.0,0.5511826086956522
2022-03-22,PM,173.0,4487.0,7716.0,1070229.0,0.5223818181818182
2022-03-22,REGN,31.0,60.0,396.0,87084.0,0.32237894736842104
2022-03-22,SLB,69.0,59.0,572.0,614241.0,0.47996363636363637
2022-03-22,T,279.0,955.0,5382.0,1618966.0,0.5186916666666667
2022-03-22,TMO,35.0,57.0,204.0,120598.0,0.5085000000000001
2022-03-22,TSLA,10846.0,256484.0,2217395.0,85767042.0,0.5617208333333333
2022-03-22,TSN,29.0,89.0,328.0,220395.0,0.19812666666666665
2022-03-22,V,355.0,2815.0,14374.0,1335280.0,0.5307416666666667
2022-03-23,A,97.0,35.0,137.0,940399.0,0.5232434782608696
2022-03-23,AAL,172.0,122.0,291.0,1297754.0,0.463125
2022-03-23,AAPL,2326.0,5979.0,44687.0,25100114.0,0.5558041666666667
2022-03-23,ABBV,205.0,5429.0,33209.0,1454230.0,0.47160416666666666
2022-03-23,ABT,76.0,168.0,1037.0,789613.0,0.47910909090909093
2022-03-23,AEP,25.0,11.0,175.0,372102.0,0.22479285714285716
2022-03-23,AMD,1009.0,5352.0,34733.0,9202400.0,0.5568666666666667
2022-03-23,AMZN,952.0,4332.0,22676.0,11387072.0,0.5703666666666667
2022-03-23,ATVI,67.0,25.0,86.0,173849.0,0.5215047619047619
2022-03-23,BA,674.0,22901.0,16059.0,3829582.0,0.5273083333333334
2022-03-23,BIIB,33.0,23.0,22.0,120347.0,0.5478533333333334
2022-03-23,BKR,67.0,90.0,78.0,838521.0,0.54402
2022-03-23,C,196.0,90.0,252.0,807339.0,0.4926083333333333
2022-03-23,CMG,66.0,91.0,781.0,184043.0,0.5196625
2022-03-23,CRM,216.0,7182.0,7575.0,1816097.0,0.5290625
2022-03-23,D,44.0,5.0,40.0,97968.0,0.51015625
2022-03-23,DAL,116.0,133.0,514.0,1227269.0,0.49040833333333333
2022-03-23,DD,53.0,78.0,247.0,411183.0,0.5354454545454546
2022-03-23,DIS,361.0,723.0,3625.0,2184008.0,0.5470916666666666
2022-03-23,EA,37.0,7.0,32.0,160175.0,0.25064375
2022-03-23,EBAY,71.0,9.0,24.0,177618.0,0.3953454545454545
2022-03-23,EL,24.0,8.0,30.0,135548.0,0.328475
2022-03-23,ENPH,87.0,75.0,1509.0,477318.0,0.46221904761904764
2022-03-23,ES,703.0,745.0,6546.0,3301005.0,0.5241541666666666
2022-03-23,F,483.0,2749.0,26571.0,2952310.0,0.576325
2022-03-23,FCX,336.0,29332.0,30121.0,1299625.0,0.60395
2022-03-23,GILD,72.0,55.0,319.0,181036.0,0.5398565217391305
2022-03-23,GOOG,455.0,1134.0,6294.0,2964476.0,0.5610125
2022-03-23,GOOGL,553.0,10181.0,53143.0,5403109.0,0.5300166666666667
2022-03-23,GS,164.0,85.0,430.0,1067689.0,0.6052916666666667
2022-03-23,HBAN,23.0,8.0,79.0,138483.0,0.26863076923076923
2022-03-23,INTC,570.0,21145.0,58798.0,10735289.0,0.5299958333333333
2022-03-23,JPM,388.0,6762.0,37296.0,1489529.0,0.5509541666666666
2022-03-23,K,324.0,71934.0,262167.0,472347.0,0.3794391304347826
2022-03-23,KEY,52.0,341.0,1713.0,1089154.0,0.6257176470588235
2022-03-23,KO,184.0,1087.0,5178.0,1610167.0,0.5161086956521739
2022-03-23,L,34.0,18.0,23.0,82820.0,0.4194076923076923
2022-03-23,LMT,176.0,4116.0,12849.0,665247.0,0.5966608695652174
2022-03-23,MA,189.0,5887.0,33109.0,670049.0,0.5749875
2022-03-23,META,850.0,4926.0,28647.0,10708001.0,0.547975
2022-03-23,MNST,40.0,6.0,28.0,318082.0,0.44037368421052636
2022-03-23,MO,229.0,5101.0,30241.0,1996779.0,0.5141333333333333
2022-03-23,MRNA,566.0,2167.0,10830.0,5936121.0,0.5407291666666667
2022-03-23,MRO,122.0,122.0,369.0,1317128.0,0.48139000000000004
2022-03-23,MSFT,689.0,9706.0,48165.0,4716873.0,0.5441541666666666
2022-03-23,MU,410.0,17910.0,19178.0,7612265.0,0.5496875
2022-03-23,NFLX,563.0,10169.0,58713.0,4491350.0,0.5341083333333333
2022-03-23,NKE,327.0,1602.0,6351.0,3204832.0,0.555475
2022-03-23,NUE,83.0,84.0,374.0,1078378.0,0.5365
2022-03-23,NVDA,1120.0,6211.0,41750.0,8881271.0,0.5569791666666667
2022-03-23,OXY,504.0,1358.0,4775.0,4814864.0,0.58515
2022-03-23,PEP,115.0,473.0,2468.0,2424148.0,0.55613
2022-03-23,PFE,510.0,25327.0,8336.0,3004890.0,0.5508291666666666
2022-03-23,PG,236.0,1638.0,9492.0,1273236.0,0.58055
2022-03-23,PM,119.0,8428.0,7752.0,318913.0,0.519109090909091
2022-03-23,REGN,48.0,28.0,120.0,191544.0,0.5208136363636364
2022-03-23,SLB,74.0,85.0,536.0,881279.0,0.4761095238095238
2022-03-23,T,424.0,26228.0,54020.0,1871672.0,0.5459833333333334
2022-03-23,TMO,51.0,27.0,105.0,300609.0,0.5523388888888889
2022-03-23,TSLA,11353.0,501450.0,4026553.0,88143368.0,0.5574125
2022-03-23,V,319.0,5766.0,32946.0,1234436.0,0.5546541666666667
2022-03-24,A,100.0,25.0,56.0,948195.0,0.5459125
2022-03-24,AAL,257.0,123.0,451.0,3428286.0,0.5349375
2022-03-24,AAPL,2209.0,4732.0,38993.0,15357914.0,0.5634083333333334
2022-03-24,ABBV,202.0,6203.0,37111.0,405943.0,0.4798166666666666
2022-03-24,ABT,81.0,115.0,652.0,337356.0,0.5086909090909091
2022-03-24,AMD,5477.0,8837642.0,8340941.0,12678499.0,0.5567624999999999
2022-03-24,AMZN,1013.0,11638.0,134152.0,9505411.0,0.5751375
2022-03-24,ATVI,56.0,19.0,97.0,303200.0,0.4915565217391304
2022-03-24,BA,487.0,9986.0,8269.0,3336858.0,0.5696125
2022-03-24,BIIB,27.0,5.0,8.0,277834.0,0.595070588235294
2022-03-24,BKR,49.0,30.0,67.0,897945.0,0.57284
2022-03-24,C,154.0,76.0,286.0,1104287.0,0.5174090909090909
2022-03-24,CMG,58.0,69.0,158.0,307962.0,0.49632727272727273
2022-03-24,CRM,331.0,2159.0,6451.0,1394039.0,0.5886541666666667
2022-03-24,D,39.0,0.0,3.0,96477.0,0.5593058823529412
2022-03-24,DAL,168.0,165.0,711.0,2934047.0,0.4785333333333333
2022-03-24,DD,39.0,28.0,109.0,80473.0,0.62559375
2022-03-24,DIS,324.0,895.0,6303.0,2165476.0,0.5619500000000001
2022-03-24,EA,28.0,1.0,10.0,43585.0,0.4030684210526316
2022-03-24,EBAY,78.0,11.0,57.0,295983.0,0.4818571428571429
2022-03-24,EL,35.0,2.0,11.0,72260.0,0.2787
2022-03-24,ENPH,77.0,158.0,1524.0,864934.0,0.5032041666666667
2022-03-24,ES,706.0,11615.0,61799.0,1379756.0,0.4836583333333333
2022-03-24,F,445.0,909.0,4623.0,2674686.0,0.527525
2022-03-24,FCX,285.0,18482.0,19518.0,2160145.0,0.6101208333333333
2022-03-24,GILD,80.0,33.0,108.0,287440.0,0.5005173913043478
2022-03-24,GOOG,494.0,534.0,4719.0,3254022.0,0.5490791666666667
2022-03-24,GOOGL,690.0,5169.0,26465.0,12027278.0,0.5624416666666666
2022-03-24,GS,176.0,92.0,567.0,931428.0,0.5682782608695652
2022-03-24,INTC,656.0,1069.0,5542.0,7955590.0,0.5553958333333333
2022-03-24,JPM,383.0,4979.0,28670.0,2208327.0,0.5377916666666667
2022-03-24,K,34.0,666.0,2613.0,38595.0,0.4984105263157894
2022-03-24,KEY,57.0,525.0,2271.0,826200.0,0.4689631578947368
2022-03-24,KO,230.0,5495.0,32603.0,1188127.0,0.5380541666666666
2022-03-24,L,21.0,5.0,10.0,11671.0,0.46477777777777773
2022-03-24,LMT,121.0,3552.0,10464.0,919049.0,0.5836416666666667
2022-03-24,MA,204.0,283.0,1899.0,671850.0,0.589975
2022-03-24,META,1169.0,8886.0,29626.0,9476949.0,0.5520125
2022-03-24,MNST,107.0,40.0,171.0,308575.0,0.5597882352941176
2022-03-24,MO,174.0,386.0,1782.0,1106026.0,0.49690833333333334
2022-03-24,MRNA,492.0,730.0,4444.0,9961399.0,0.5134208333333333
2022-03-24,MRO,94.0,32.0,175.0,810342.0,0.43049545454545457
2022-03-24,MSFT,705.0,5677.0,26797.0,5089125.0,0.5324583333333334
2022-03-24,MU,364.0,3298.0,6346.0,3043943.0,0.5422583333333334
2022-03-24,NFLX,556.0,4118.0,21123.0,3236415.0,0.5160916666666667
2022-03-24,NKE,198.0,247.0,1034.0,1363932.0,0.547775
2022-03-24,NUE,167.0,133.0,1220.0,1857471.0,0.5343227272727273
2022-03-24,NVDA,3167.0,4797.0,44988.0,26520130.0,0.5458791666666667
2022-03-24,OXY,472.0,2019.0,4712.0,2933662.0,0.5412666666666667
2022-03-24,PEP,601.0,166793.0,168075.0,1604780.0,0.6210130434782609
2022-03-24,PFE,313.0,12767.0,2846.0,2045220.0,0.5159874999999999
2022-03-24,PG,386.0,5507.0,33027.0,614470.0,0.4908565217391304
2022-03-24,PM,132.0,2068.0,3122.0,984529.0,0.5557333333333334
2022-03-24,REGN,42.0,48.0,135.0,163666.0,0.2649368421052632
2022-03-24,SLB,83.0,230.0,1039.0,2075234.0,0.5240315789473684
2022-03-24,T,361.0,7995.0,25812.0,3203430.0,0.5564666666666667
2022-03-24,TMO,25.0,12.0,28.0,51814.0,0.6328
2022-03-24,TSLA,6778.0,250558.0,3160289.0,27909027.0,0.5641166666666667
2022-03-24,TSN,26.0,3.0,8.0,113484.0,0.27177777777777773
2022-03-24,V,325.0,642.0,4203.0,1367634.0,0.5506913043478261
2022-03-25,A,72.0,16.0,78.0,188441.0,0.51415
2022-03-25,AAL,250.0,279.0,1020.0,1519224.0,0.463475
2022-03-25,AAPL,2212.0,5140.0,37295.0,22361457.0,0.5547458333333334
2022-03-25,ABBV,154.0,562.0,3232.0,793716.0,0.4903
2022-03-25,ABT,86.0,36.0,144.0,336905.0,0.4010291666666667
2022-03-25,AMD,9913.0,73604632.0,70343654.0,3332024.0,0.512625
2022-03-25,AMZN,1128.0,61098.0,587826.0,5588256.0,0.5768416666666667
2022-03-25,ATVI,62.0,49.0,39.0,602426.0,0.4923166666666667
2022-03-25,BA,565.0,43451.0,10298.0,4927874.0,0.5309166666666666
2022-03-25,BIIB,37.0,4.0,9.0,170447.0,0.6120866666666667
2022-03-25,BKR,24.0,13.0,5.0,266339.0,0.4586272727272727
2022-03-25,C,191.0,147.0,893.0,1170932.0,0.565875
2022-03-25,CMG,50.0,2.0,50.0,69758.0,0.4201333333333333
2022-03-25,CRM,285.0,2173.0,7228.0,2223328.0,0.4769083333333333
2022-03-25,D,41.0,2.0,6.0,123027.0,0.5210722222222223
2022-03-25,DAL,160.0,109.0,481.0,776875.0,0.5101833333333333
2022-03-25,DD,54.0,38.0,74.0,68020.0,0.5941608695652174
2022-03-25,DIS,364.0,629.0,3442.0,2113897.0,0.5558916666666667
2022-03-25,EA,38.0,10.0,18.0,138919.0,0.5585785714285715
2022-03-25,EBAY,80.0,57.0,216.0,236448.0,0.3750869565217392
2022-03-25,EL,38.0,9.0,62.0,80960.0,0.2972173913043478
2022-03-25,ENPH,103.0,296.0,1837.0,623459.0,0.5718
2022-03-25,ES,742.0,1747.0,12026.0,2695903.0,0.5366291666666666
2022-03-25,F,449.0,1066.0,6634.0,7574273.0,0.5553208333333334
2022-03-25,FCX,137.0,2730.0,3370.0,1130107.0,0.5535666666666667
2022-03-25,GILD,73.0,38.0,135.0,114101.0,0.49474545454545454
2022-03-25,GOOG,450.0,1083.0,7178.0,2083431.0,0.5453791666666666
2022-03-25,GOOGL,590.0,12056.0,52853.0,4391167.0,0.5514625
2022-03-25,GS,166.0,132.0,553.0,595128.0,0.5518521739130434
2022-03-25,ILMN,23.0,18.0,34.0,64564.0,0.18571428571428572
2022-03-25,INTC,603.0,24630.0,50553.0,3938476.0,0.5600833333333334
2022-03-25,JPM,302.0,563.0,2981.0,981227.0,0.5044083333333333
2022-03-25,K,67.0,482.0,528.0,145895.0,0.4872222222222222
2022-03-25,KEY,199.0,11602.0,34721.0,577534.0,0.589305
2022-03-25,KO,206.0,2268.0,17035.0,954642.0,0.507
2022-03-25,L,44.0,9.0,16.0,211521.0,0.5112315789473684
2022-03-25,LMT,118.0,3444.0,9450.0,508726.0,0.5201090909090909
2022-03-25,MA,271.0,858.0,3351.0,414748.0,0.5099045454545454
2022-03-25,META,1313.0,23651.0,55164.0,12387382.0,0.5492833333333333
2022-03-25,MNST,73.0,738.0,1318.0,220933.0,0.5371954545454546
2022-03-25,MO,146.0,300.0,1865.0,685798.0,0.49855
2022-03-25,MRNA,430.0,7599.0,29100.0,2034755.0,0.47702500000000003
2022-03-25,MRO,123.0,106.0,205.0,1224797.0,0.45421304347826086
2022-03-25,MSFT,677.0,4537.0,22719.0,4414859.0,0.5512958333333333
2022-03-25,MU,435.0,5310.0,7149.0,3102659.0,0.5219416666666666
2022-03-25,NFLX,530.0,4035.0,16351.0,3101784.0,0.5475958333333334
2022-03-25,NKE,250.0,939.0,5590.0,1545751.0,0.5296666666666666
2022-03-25,NUE,141.0,127.0,947.0,728397.0,0.4987347826086957
2022-03-25,NVDA,1517.0,3865.0,29398.0,10418091.0,0.5731833333333333
2022-03-25,OXY,713.0,1760.0,4873.0,2470553.0,0.5623333333333334
2022-03-25,PEP,132.0,1146.0,4759.0,1442717.0,0.6326583333333333
2022-03-25,PFE,536.0,47415.0,14986.0,4380904.0,0.5152
2022-03-25,PG,201.0,460.0,2825.0,153023.0,0.5368571428571429
2022-03-25,PM,113.0,2271.0,2798.0,632015.0,0.5347299999999999
2022-03-25,REGN,35.0,35.0,44.0,328999.0,0.49615
2022-03-25,SLB,116.0,479.0,2094.0,555608.0,0.5448954545454545
2022-03-25,STZ,21.0,44.0,62.0,383881.0,0.23613571428571428
2022-03-25,T,367.0,665.0,3315.0,2736092.0,0.5112
2022-03-25,TMO,40.0,28.0,122.0,169666.0,0.49922222222222223
2022-03-25,TSLA,5619.0,95790.0,1331823.0,35711270.0,0.5629833333333333
2022-03-25,TSN,26.0,7.0,21.0,135152.0,0.29757058823529414
2022-03-25,V,325.0,1166.0,17536.0,1064660.0,0.49119583333333333
2022-03-26,A,66.0,178.0,4576.0,60549.0,0.564604347826087
2022-03-26,AAL,92.0,88.0,239.0,781378.0,0.4217521739130435
2022-03-26,AAPL,889.0,1702.0,13962.0,4093534.0,0.5727166666666667
2022-03-26,ABBV,98.0,299.0,1687.0,359461.0,0.5088217391304347
2022-03-26,ABT,31.0,95.0,487.0,408294.0,0.4251473684210526
2022-03-26,AMD,3777.0,48610637.0,46379708.0,657589.0,0.5125458333333334
2022-03-26,AMZN,633.0,19300.0,173581.0,3785219.0,0.5763333333333334
2022-03-26,ATVI,21.0,12.0,35.0,60793.0,0.5017470588235294
2022-03-26,BA,373.0,6445.0,2664.0,576623.0,0.5530333333333334
2022-03-26,BKR,24.0,8.0,7.0,260114.0,0.48668125
2022-03-26,C,80.0,44.0,238.0,104991.0,0.5297086956521738
2022-03-26,CMG,24.0,7.0,39.0,9415.0,0.4537642857142857
2022-03-26,CRM,274.0,19207.0,20782.0,299195.0,0.5676666666666667
2022-03-26,DAL,120.0,2782.0,3830.0,294561.0,0.44130909090909093
2022-03-26,DD,33.0,15.0,63.0,275963.0,0.561125
2022-03-26,DIS,281.0,377.0,1675.0,1209681.0,0.5620347826086957
2022-03-26,EA,33.0,328.0,917.0,70062.0,0.31582666666666664
2022-03-26,EBAY,35.0,24.0,59.0,84016.0,0.4082117647058824
2022-03-26,ENPH,65.0,462.0,3121.0,436184.0,0.5344272727272728
2022-03-26,ES,192.0,934.0,7459.0,273424.0,0.5134333333333333
2022-03-26,F,257.0,2884.0,15163.0,1193350.0,0.5708304347826086
2022-03-26,FCX,78.0,148.0,731.0,206747.0,0.536
2022-03-26,GILD,48.0,79.0,276.0,65869.0,0.48044000000000003
2022-03-26,GOOG,322.0,1913.0,12641.0,684926.0,0.5167791666666667
2022-03-26,GOOGL,538.0,11777.0,62869.0,5428771.0,0.5827666666666667
2022-03-26,GS,103.0,181.0,907.0,388723.0,0.48397619047619045
2022-03-26,INTC,293.0,1529.0,3706.0,1854503.0,0.5527958333333333
2022-03-26,JPM,218.0,417.0,1708.0,325506.0,0.45588695652173916
2022-03-26,K,28.0,109.0,167.0,48799.0,0.6048384615384615
2022-03-26,KEY,935.0,462555.0,846277.0,890670.0,0.6574333333333333
2022-03-26,KO,119.0,562.0,3768.0,559464.0,0.4904
2022-03-26,LMT,48.0,38.0,204.0,46859.0,0.5578736842105263
2022-03-26,MA,139.0,399.0,2016.0,173451.0,0.4424666666666667
2022-03-26,META,709.0,6898.0,33731.0,5000966.0,0.5726708333333334
2022-03-26,MNST,28.0,47.0,227.0,132198.0,0.4943333333333333
2022-03-26,MO,79.0,317.0,2347.0,199868.0,0.4981826086956522
2022-03-26,MRNA,228.0,2158.0,11164.0,1217191.0,0.4897458333333333
2022-03-26,MRO,48.0,83.0,438.0,664515.0,0.3073941176470588
2022-03-26,MSFT,654.0,6500.0,32605.0,2324862.0,0.564075
2022-03-26,MU,406.0,17378.0,32357.0,2315530.0,0.5924166666666667
2022-03-26,NFLX,490.0,5636.0,25142.0,3619264.0,0.5529541666666666
